imgAlt,imgName,isMeme
I count on you for the translation!,mcdonalds_switzerland_273,-1
"''Bacon''. Admit it—for a second, all your problems were gone. The Big Mac Bacon® is the key.",mcdonalds_switzerland_274,-1
"We have real artists in the community! @samir_mooyin if we ever need someone new to do our packshots, we'll hit you up 📸",mcdonalds_switzerland_275,-1
I love to snoop (just like you watching this reel). And what's in your bag?,mcdonalds_switzerland_276,-1
"Anyway, they are both equally tasty (and I bet that blindfolded you can’t tell the difference).",mcdonalds_switzerland_277,-1
The Sunday night McDo in front of a good movie: a real banger. What's yours?,mcdonalds_switzerland_278,-1
We all have a Hamburglar in our lives. Who's stealing your Chicken McNuggets®?,mcdonalds_switzerland_279,-1
"I may not have a green thumb, but I am good at hiding Easter eggs! Did you find them all?",mcdonalds_switzerland_280,-1
"We are ready to welcome all the fans, even the fans of dipping fries in the McFlurry®. #WEURO2025",mcdonalds_switzerland_281,-1
Do you smell it? That's spring time and delish fries. Thx @romy.photography_ & lilianamoreira0804 for capturing this,mcdonalds_switzerland_282,-1
"I nominate @amiraliamirmafia for the title of Sauce Wizard. You should be receiving your letter to Hogwarts soon.

And you...which crazy combo do you have in mind??",mcdonalds_switzerland_283,-1
''I want to bite you like Chicken McNuggets®'' is what your crush will tell you if you wear our new fragrance. Eau de,mcdonalds_switzerland_284,-1
So everyone knew about this hack except for me?,mcdonalds_switzerland_285,-1
"You thought the Appenzeller belt was tacky? Ok boomer, it's trendy. So I made this one for the OGs.",mcdonalds_switzerland_286,-1
3 points for @cozydakid who seems to be lovin' it. After the effort comes the comfort.,mcdonalds_switzerland_287,-1
I was asked to do some trendy posts about McDonald's. So here is one.,mcdonalds_switzerland_288,1
"Do you know Switzerland as well as you think? If so, can you tell me where this McDonald's restaurant is located? 📍",mcdonalds_switzerland_289,-1
"BREAKING NEWS: this is the last week of the Loyalty Contest and it breaks my heart. To thank you for your fidelity, 5’000 loyalty points are to win (but we meet again very soon, I promise).
 
To try to win it, collect or use your loyalty points in your app at the restaurant.",mcdonalds_switzerland_290,-1
"Who wants to win... Loyalty points? Come on, it's the last game of the month, to find the right answer, you are allowed",mcdonalds_switzerland_291,-1
We are here to make your life crispier. Taste it and thank us later.,mcdonalds_switzerland_292,-1
"Name the top hit. I'd say ''McFlurry Flow""",mcdonalds_switzerland_293,-1
"BREAKING NEWS: our biggest fans should be looking forward to this week! This is your chance to win some really cool McDonald's goodies (I know you're lovin' it).

To try to win it, collect or use your loyalty points in your app at the restaurant and be part of the raffle.

T&Cs in bio",mcdonalds_switzerland_294,-1
We know you've been practicing crosswords with your grandma every Sunday: it's time to challenge yourself! Did you find,mcdonalds_switzerland_295,-1
"Would you try to pass your driver's license again to win a car? Actually, you just have to play the ''Get M All'' game in the McDonald's app... That's all it takes!
@citroenswitzerland

Terms and conditions: link in bio",mcdonalds_switzerland_296,-1
"What if I told you that everything is real? Play the Get M All game in the app and get the chance to win amazing prizes. That's all it takes.
@citroenswitzerland 

Terms and conditions: link in bio",mcdonalds_switzerland_297,-1
"What's your ''Get M All'' game ranking? If you don't know what I'm talking about, swipe to discover the incredible",mcdonalds_switzerland_298,-1
"BREAKING NEWS: this week, gaming is in the spotlight! To celebrate it, you can win 10x a Logitech G voucher of 150.- (and I'm sure you'd already know how to spend it...).

To try to win it, collect or use your loyalty points in your app at the restaurant and be part of the raffle.
@logitechg

T&Cs in bio",mcdonalds_switzerland_299,-1
"Every week in March, you can win a really cool prize by using the loyalty program in your app. Math isn't for everyone,",mcdonalds_switzerland_300,1
"Play the game Get M All in the McDonald's app and get the chance to win 2 VIP tickets for the Vibiscum festival in Vevey! You can see DJ Snake and Martin Solveig or Orelsan by the Lake Leman, with a double room at the Astra hotel and breakfast included (what more could you ask?).

T&Cs in bio",mcdonalds_switzerland_301,-1
"What would you do to win 1 year of rent paid? 
Just play the ''Get M All'' game in the McDonald's app...

T&Cs in bio
@citroenswitzerland",mcdonalds_switzerland_302,-1
"If we ever open a McDonald's on the slopes, we hire @gino_mit_tsch directly: Fries served with McFlip!

🎥 @aldente.mp4 
📍@snowpark_goms",mcdonalds_switzerland_303,-1
"BREAKING NEWS: this week, get ready for the March weather! But I've got you covered with a fabulous hoodie from Mcdonald's (limited edition, must have).
To try to win it, collect or use your loyalty points in your app at the restaurant.
*T&C in bio",mcdonalds_switzerland_304,-1
"Get ready! Every week in March, you can win a really cool prize by using the loyalty program in your app. Will you be",mcdonalds_switzerland_305,-1
"Do you know Switzerland as well as you think? If so, can you tell me where this McDonald's restaurant is located? 📍",mcdonalds_switzerland_306,-1
"Remember this date: 1st of March. A fantastic world, a video game and crazy prizes...That's what's waiting for you",mcdonalds_switzerland_307,1
"If the road makes you hungry, ask @mayeryann and @lullabisin for the perfect fueling spot! 🏍",mcdonalds_switzerland_308,-1
"Today is the cheesiest day ever! And it looks like @dimehtodo, @drinero34 & @llokoluna will be spending the evening in",mcdonalds_switzerland_309,-1
No plan for Valentine's day? Sometimes a few candles and a favorite McDonald's menu are the best ingredients for a,mcdonalds_switzerland_310,-1
"That McFlurry® that you constantly think about when you have a sweet tooth, the one you tasted in another country, the",mcdonalds_switzerland_311,-1
"We all have a menu that automatically comes in mind at McDonald's... Apparently, @daenschii_ is more into cheese than",mcdonalds_switzerland_312,-1
"Congratulations @xenia_blumin, you should get a medal for Reel's transition 😉 Your suporters from McDonald's Pratteln took the video challenge, but you are still the N°1 🥇",mcdonalds_switzerland_313,-1
"Euse neue Banger isch da !!!
Zeig liebi für de Mc Raclette und gönn dir de neue Song ""Cheesy"" mitem @drinero34 und @dimehtodo und natürlich eu ❤️",mcdonalds_switzerland_314,-1
"Euse Love Song für de McRaclette isch dusse. Mit Loko, Di-Meh and you. Zeiged Liebi für euses neue Baby ""Cheesy"". ❤️🙏🏼

#thecheesiestlovesong",mcdonalds_switzerland_315,-1
"If you were wondering if the enchanting mermaids eat plankton, @kknovaa gives you the answer: they eat Filet-O-Fish®",mcdonalds_switzerland_316,-1
More and more of you are tagging us in your pics (PS: you're fly) and I want to tell you something through,mcdonalds_switzerland_317,-1
"Do you know Switzerland as well as you think? If so, can you tell me where this McDonald's restaurant is located? 📍",mcdonalds_switzerland_318,-1
Which one do you go for?,mcdonalds_switzerland_319,-1
I promise that I had nothing to do with that! It's the technology that is just lovin' McDonald's too much...,mcdonalds_switzerland_320,-1
How our fries get ready for the legendary Lauberhorn race is this weekend!,mcdonalds_switzerland_321,1
"Looks like @pinkounete and @gadbone21 have teamed up to recommend this CrayzCombo... For better, and for worse as they say!
Your turn to share ideas for the next one in the comments.",mcdonalds_switzerland_322,-1
You guys ROCK! Thank you for contributing your lines and rhymes to the #TheCheesiestSongEver🧀🔥You still have the chance to be featured in this cheesy masterpiece by commenting below. Pre-release on the 24.01.2023 in the McDonald‘s app 🍔,mcdonalds_switzerland_323,-1
Have you practiced your Rhymes and Lines for tonights Livestream and #The#CheesiestSongEver 🧀 ❓Here‘s a snippet so you already know the vibe 🥶,mcdonalds_switzerland_324,-1
"Chömed in Livestream vo eus und @mcdonalds_switzerland erland nöd verpasse! Mir wärdet zämme de #TheCheesiestSongEver  mache!!

Join us live, we need your help to write #TheCheesiestSongEver because we L.O.V.E cheese (and the McRaclette even more)",mcdonalds_switzerland_325,-1
Seems like @the.christinekaran found the most instagramable spot at McDonald's! Know this restaurant?,mcdonalds_switzerland_326,-1
"We may not have a very big country, but we still have some seriously classy McDonald's! Do you recognize this one?🇨🇭",mcdonalds_switzerland_327,-1
"Chömed in Livestream vo eus und @mcdonalds_switzerland nöd verpasse! Mir wärdet zämme de #TheCheesiestSongEver mache!!

Join us live, we need your help to write #TheCheesiestSongEver because we L.O.V.E cheese (and the McRaclette even more)",mcdonalds_switzerland_328,-1
"Something HUGE is coming up for the true McRaclette lovers! Tell us & the people of Switzerland - with your best lyrics,",mcdonalds_switzerland_329,-1
Only read the caption if you guessed the riddle!,mcdonalds_switzerland_330,-1
"A new year will begin for you and I wish you success, happiness and a lot of good moments shared with your friends and",mcdonalds_switzerland_331,-1
🤫 Something very cheesy is coming soon. Prepare yourself.,mcdonalds_switzerland_332,1
"When you say you're going to McDonald's and you get 15 orders on top of yours, it's easy to get confused! The pros use",mcdonalds_switzerland_333,-1
"Do you know Switzerland as well as you think? If so, can you tell me where this McDonald's restaurant is located? 📍",mcdonalds_switzerland_334,-1
Merry Christmas to all of you! We wish you the best Holiday season 🎄.,mcdonalds_switzerland_335,-1
"Merry day when you sit down at the table at 1pm, leave at 5pm and go to McDonald's at 9pm. I wish you all a wonderful",mcdonalds_switzerland_336,-1
"Let's be honest, the Capricorn isn't exactly a hit with everyone... Well sorry haters, but their month will be fabulous!",mcdonalds_switzerland_337,-1
"Today we are changing seasons and, I don't know about you, but I am also changing my habits... Feel a need of sweetness",mcdonalds_switzerland_338,-1
I'm sure you are thinking of someone right now... tag them here. Or maybe YOU are that one friend!,mcdonalds_switzerland_339,-1
If you're team Spicy Chicken McNuggets®: Hurry up... they will soon be gone!,mcdonalds_switzerland_340,-1
We asked you in story to tell us about your birthdays at McDonald's. The least we can say is that many of you have,mcdonalds_switzerland_341,-1
"Ah, the famous Christmas sweater that Auntie Karen forces us to wear every year. If only she could offer me one like",mcdonalds_switzerland_342,-1
"We know this struggle... It's almost Christmas, we've spent all our money on gifts and we're so broke that even a",mcdonalds_switzerland_343,-1
"There is Christmas, where you always finish at the kid's table, even though you're an adult now. And there is Friendmas,",mcdonalds_switzerland_344,-1
Is it me or does it smell like cookies and candles... Hamburglar and Grimace have visited the Christmas markets of,mcdonalds_switzerland_345,-1
Did you also receive these bags when you were a kid? I'd love to get one like that right now 😋,mcdonalds_switzerland_346,-1
Big Mac without pickles and Ice Tea without ice... Everybody has specialties at McDonald's. But if you mess up in your,mcdonalds_switzerland_347,-1
"That one was hard... Chicken McNuggets with coffee, really?@beyssac_simon tough one! Write the next combination in the comments... It cannot be worse anyways!",mcdonalds_switzerland_348,-1
You always wondered how to eat a burger with style? Ask @oceanelepre.,mcdonalds_switzerland_349,-1
People are not the same in December... Take advantage of the Christmas spirit to steal some fries 😉,mcdonalds_switzerland_350,-1
"Sometimes, you're not as broke as you think you are... Especially if you use the myMcDonald's Bonus program in the App..",mcdonalds_switzerland_351,1
"Sagittarius closes the fire sign season, and it's going to be hot for them this month! #horoscope",mcdonalds_switzerland_352,-1
In which team are you: the ketchup maniacs or the misunderstood artists?,mcdonalds_switzerland_353,-1
"There's us, eating our McDonald's on our sagging couch, the one you land on but never get up because it swallows you",mcdonalds_switzerland_354,-1
Winter is coming! and so is the famous chocolate triangle on top of a delicious ice cream: the McFlurry ® Toblerone! I,mcdonalds_switzerland_355,-1
"We asked you about your stories with our pickles. Here are the bangers from @stefac2002, @f4briice and @margauxpoppins.",mcdonalds_switzerland_356,-1
"For International Origami Day, we decided to play with a Hamburger wrapper... and it's not easy! Would you have done it better? #origami",mcdonalds_switzerland_357,-1
"Do you know Switzerland as well as you think? If so, can you tell me where this McDonald's is located? 📍",mcdonalds_switzerland_358,-1
"Last time we tried fries dipped in Sundae... This time, we test @fabiozerzuben crazy combo. Put the next one in comments! 👇",mcdonalds_switzerland_359,-1
